"","Country","City","AQI Value","AQI Category","lat","lng"
"430","Lesotho","Mafeteng",117,"Unhealthy for Sensitive Groups",-29.8167,27.25
"431","United States of America","Magnolia",56,"Moderate",33.2775,-93.2261
"432","India","Maihar",171,"Unhealthy",24.262,80.761
"433","United States of America","Maitland",53,"Moderate",28.6295,-81.3718
"434","United States of America","Maitland",53,"Moderate",-32.7167,151.55
"435","France","Malakoff",40,"Good",48.8169,2.2944
"436","Benin","Malanville",34,"Good",11.8667,3.3833
"437","Italy","Malnate",69,"Moderate",45.8,8.8833
"438","Democratic Republic of the Congo","Manono",74,"Moderate",-7.2947,27.4545
"439","Venezuela (Bolivarian Republic of)","Maracaibo",118,"Unhealthy for Sensitive Groups",10.6333,-71.6333
"440","Germany","Hagen",30,"Good",51.3667,7.4833
"441","France","Halluin",35,"Good",50.7836,3.1256
"442","Germany","Hamburg",34,"Good",53.55,10
"443","Germany","Hamburg",34,"Good",42.7394,-78.8581
"444","United States of America","Hanahan",73,"Moderate",32.9302,-80.0027
"445","Bulgaria","Harmanli",40,"Good",41.9333,25.9
"446","Pakistan","Harunabad",500,"Hazardous",29.613,73.1409
"447","Germany","Hattingen",28,"Good",51.3992,7.1858
"448","United States of America","Hauppauge",52,"Moderate",40.8211,-73.2109
"449","United States of America","Hayward",70,"Moderate",37.6328,-122.0766
"450","Finland","Heinola",33,"Good",61.2,26.0333
"451","Japan","Hekinan",59,"Moderate",34.8847,136.9934
"452","Germany","Hemsbach",30,"Good",49.5903,8.6564
"453","China","Hengyang",169,"Unhealthy",26.8968,112.5857
"454","United States of America","Hoboken",61,"Moderate",40.7452,-74.0281
"455","United States of America","Hoboken",61,"Moderate",51.1667,4.3667
"456","Somalia","Hobyo",58,"Moderate",5.3514,48.5256
"457","Solomon Islands","Honiara",18,"Good",-9.4319,159.9556
"458","Paraguay","Horqueta",20,"Good",-23.3442,-57.0436
"459","Armenia","Hrazdan",31,"Good",40.5,44.7667
"460","China","Hsinchu",138,"Unhealthy for Sensitive Groups",24.8167,120.9833
"461","Peru","Huaura",39,"Good",-11.1,-77.6
"462","Zimbabwe","Hwange",44,"Good",-18.3647,26.5
"463","Japan","Ichihara",74,"Moderate",35.4981,140.1154
"464","India","Khed",95,"Moderate",17.7189,73.3969
"465","Russian Federation","Khimki",40,"Good",55.8892,37.445
"466","Ukraine","Khotyn",75,"Moderate",48.5078,26.486
"467","Turkey","Kilis",64,"Moderate",36.7167,37.1167
"468","United States of America","Killeen",40,"Good",31.0753,-97.7297
"469","Austria","Klosterneuburg",59,"Moderate",48.3042,16.3167
"470","Croatia","Knin",48,"Good",44.0414,16.1986
"471","Papua New Guinea","Kokopo",104,"Unhealthy for Sensitive Groups",-4.35,152.2736
"472","Russian Federation","Kola",30,"Good",22.43,87.87
"473","Russian Federation","Kola",30,"Good",68.8833,33.0833
"474","Russian Federation","Kotelnikovo",39,"Good",47.6333,43.15
"475","Chad","Koumra",59,"Moderate",8.91,17.55
"476","Russian Federation","Krasnovishersk",29,"Good",60.4167,57.1
"477","Russian Federation","Krasnyy Yar",34,"Good",46.5331,48.3456
"478","Russian Federation","Krasnyy Yar",34,"Good",53.3239,69.2525
"479","Germany","Kronach",36,"Good",50.2411,11.3281
"480","Germany","Kronberg",30,"Good",50.1833,8.5
"481","Russian Federation","Kulebaki",48,"Good",55.4167,42.5333
"482","Japan","Kushiro",33,"Good",42.9833,144.3833
"483","Japan","Kushiro",33,"Good",42.9961,144.4661
"484","Mexico","La Barca",37,"Good",20.2833,-102.5667
"485","France","La Crau",60,"Moderate",43.1497,6.0742
"486","Honduras","La Entrada",55,"Moderate",15.05,-88.7333
"487","United States of America","La Presa",58,"Moderate",32.711,-117.0027
"488","Germany","Ilsede",41,"Good",52.2667,10.1833
"489","Brazil","Imbituba",31,"Good",-28.24,-48.67
"490","Brazil","Imbituva",24,"Good",-25.23,-50.6044
"491","Japan","Inagi",78,"Moderate",35.6379,139.5046
"492","Spain","Inca",43,"Good",39.7167,2.9167
"493","India","Indore",150,"Unhealthy",22.7167,75.8472
"494","United Kingdom of Great Britain and Northern Ireland","Inverurie",31,"Good",57.28,-2.38
"495","Japan","Ishigaki",116,"Unhealthy for Sensitive Groups",24.3406,124.1556
"496","Spain","Jaen",36,"Good",15.3392,120.9069
"497","Mexico","Jilotepec",95,"Moderate",19.9519,-99.5328
"498","Mexico","Jilotepec",95,"Moderate",19.6113,-96.9224
"499","United Republic of Tanzania","Kabanga",171,"Unhealthy",-2.9022,30.4986
"500","Finland","Kajaani",32,"Good",64.2311,27.7194
"501","India","Kalavai",59,"Moderate",12.7691,79.4196
"502","Russian Federation","Kalyazin",24,"Good",57.2333,37.8833
"503","Ukraine","Kalynivka",78,"Moderate",49.4472,28.5231
"504","Cambodia","Kampot",59,"Moderate",10.6,104.1667
"505","Finland","Kangasala",30,"Good",61.4639,24.065
"506","India","Karambakkudi",84,"Moderate",10.4587,79.141
"507","Japan","Kawaguchi",75,"Moderate",35.8077,139.7241
"508","United States of America","Kearns",54,"Moderate",40.6519,-112.0095
"509","Belgium","Keerbergen",39,"Good",51.0031,4.6311
"510","United States of America","Kerrville",36,"Good",30.0398,-99.132
"511","United States of America","Kettering",53,"Moderate",52.3931,-0.7229
"512","United States of America","Kettering",53,"Moderate",39.6956,-84.1494
"513","United States of America","Kettering",53,"Moderate",38.8888,-76.7889
"514","India","Khammam",112,"Unhealthy for Sensitive Groups",17.2473,80.1514
"515","India","Khandwa",130,"Unhealthy for Sensitive Groups",21.82,76.35
"516","Italy","Marsciano",40,"Good",42.9167,12.3333
"517","France","Marseille",59,"Moderate",43.2964,5.37
"518","United States of America","Mashpee",29,"Good",41.6178,-70.4908
"519","Uganda","Masindi",62,"Moderate",1.6836,31.7222
"520","Chad","Massakory",65,"Moderate",13,15.7333
"521","Philippines","Medellin",78,"Moderate",11.1286,123.9622
"522","Cuba","Media Luna",56,"Moderate",20.1444,-77.4361
"523","Colombia","Melgar",121,"Unhealthy for Sensitive Groups",4.2039,-74.6428
"524","Argentina","Mercedes",14,"Good",-33.25,-58.0333
"525","Argentina","Mercedes",14,"Good",-34.65,-59.4333
"526","Argentina","Mercedes",14,"Good",14.1093,123.0109
"527","Argentina","Mercedes",14,"Good",-29.2,-58.0833
"528","Argentina","Mercedes",14,"Good",26.1533,-97.9128
"529","United States of America","Merriam",95,"Moderate",39.0186,-94.6933
"530","United States of America","Merrill",52,"Moderate",45.182,-89.6994
"531","Netherlands","Middelharnis",34,"Good",51.75,4.17
"532","Turkey","Midyat",72,"Moderate",37.4167,41.3697
"533","Brazil","Miguel Alves",47,"Good",-4.1658,-42.895
"534","Uruguay","Minas",22,"Good",-34.3667,-55.2333
"535","Uruguay","Minas",22,"Good",21.4894,-77.605
"536","Brazil","Miranorte",41,"Good",-9.5289,-48.59
"537","India","Moga",159,"Unhealthy",30.822,75.174
"538","Italy","Mogliano Veneto",89,"Moderate",45.5619,12.2364
"539","France","Montauban",32,"Good",44.0181,1.3558
"540","Belgium","Mortsel",40,"Good",51.1667,4.4667
"541","United States of America","Moscow",30,"Good",55.7558,37.6178
"542","United States of America","Moscow",30,"Good",46.7308,-116.9986
"543","India","Mudhol",73,"Moderate",18.9667,77.9167
"544","India","Mudhol",73,"Moderate",15.6406,75.9531
"545","India","Mudhol",73,"Moderate",16.35,75.2833
"546","Mexico","Muna",59,"Moderate",20.48,-89.72
"547","Mexico","Naranjos",92,"Moderate",21.3472,-97.6833
"548","Romania","Nehoiu",52,"Moderate",45.3531,26.305
"549","Germany","Neustadt",33,"Good",49.35,8.15
"550","Germany","Neustadt",33,"Good",49.5967,10.6089
"551","Germany","Neustadt",33,"Good",51.0239,14.2167
"552","Germany","Neustadt",33,"Good",50.85,9.1167
"553","Germany","Neustadt",33,"Good",50.7333,11.75
"554","United States of America","New Lenox",54,"Moderate",41.5095,-87.9703
"555","United Kingdom of Great Britain and Northern Ireland","Newburn",31,"Good",54.983,-1.743
"556","United Kingdom of Great Britain and Northern Ireland","Newbury",50,"Good",51.401,-1.323
"557","Republic of Moldova","Nisporeni",53,"Moderate",47.0833,28.1833
"558","Japan","Nisshin",44,"Good",35.132,137.0394
"559","Russian Federation","Nizhniye Sergi",37,"Good",56.6667,59.3167
"560","Germany","Nohfelden",54,"Moderate",49.5867,7.1428
"561",NA,"Kingstown",163,"Unhealthy",13.1578,-61.225
"562","United States of America","Klamath Falls",40,"Good",42.2195,-121.7754
"563","Pakistan","Kohat",101,"Unhealthy for Sensitive Groups",33.5833,71.4333
"564","China","Korla",160,"Unhealthy",41.7259,86.1746
"565","Ukraine","Korostyshiv",89,"Moderate",50.3186,29.0592
"566","Guinea","Kouroussa",56,"Moderate",10.653,-9.892
"567","United States of America","Littleton",74,"Moderate",39.5915,-105.0188
"568","United States of America","Littleton",74,"Moderate",42.535,-71.4891
"569","Italy","Lizzano",48,"Good",40.3919,17.4483
"570","Bolivia (Plurinational State of)","Llallagua",12,"Good",-18.4167,-66.5833
"571","United States of America","Lochearn",42,"Good",39.3461,-76.7307
"572","Finland","Lohja",27,"Good",60.25,24.0667
"573","Myanmar","Loikaw",15,"Good",19.6742,97.2092
"574","Italy","Lonate Pozzolo",82,"Moderate",45.6,8.75
"575","Chile","Lota",67,"Moderate",-37.0833,-73.1667
"576","Angola","Lubango",40,"Good",-14.9167,13.5
"577","Democratic Republic of the Congo","Luebo",90,"Moderate",-5.35,21.4167
"578","India","Lumding",43,"Good",25.75,93.17
"579","India","Mahendragarh",500,"Hazardous",28.28,76.15
"580","Turkey","Malatya",55,"Moderate",38.3486,38.3194
"581","Philippines","Manay",25,"Good",7.2108,126.5328
"582","Kingdom of Eswatini","Manzini",75,"Moderate",-26.4833,31.3667
"583","Ukraine","Krasnodon",37,"Good",48.3,39.7333
"584","India","Kunigal",50,"Good",13.0232,77.0252
"585","Spain","La Carolina",34,"Good",38.2667,-3.6167
"586","Spain","La Garriga",49,"Good",41.6804,2.2833
"587","Spain","La Llagosta",53,"Moderate",41.5156,2.1928
"588","United States of America","Lady Lake",72,"Moderate",28.9241,-81.9299
"589","Malaysia","Lahad Datu",48,"Good",5.03,118.34
"590","Belgium","Lanaken",43,"Good",50.8925,5.6497
"591","France","Lannion",41,"Good",48.7325,-3.4553
"592","Italy","Lanuvio",40,"Good",41.6833,12.7
"593","Mexico","Las Margaritas",61,"Moderate",16.3667,-91.7333
"594","Belgium","Lede",42,"Good",50.9667,3.9833
"595","Italy","Lentini",67,"Moderate",37.2833,15
"596","United States of America","Leominster",30,"Good",42.5209,-71.7717
"597","United States of America","Leominster",30,"Good",52.2282,-2.7385
"598","Mexico","Leon",50,"Good",10.7808,122.3894
"599","Bulgaria","Levski",52,"Moderate",43.3667,25.1333
"600","China","Liancheng",58,"Moderate",24.0515,105.0573
"601","United States of America","Lighthouse Point",58,"Moderate",26.2785,-80.0891
"602","Malawi","Lilongwe",33,"Good",-13.9833,33.7833
"603","Nigeria","Kano",138,"Unhealthy for Sensitive Groups",12,8.5167
"604","Russian Federation","Karabash",36,"Good",55.4833,60.2167
"605","India","Kareli",169,"Unhealthy",22.9153,79.0638
"606","United States of America","Kaukauna",49,"Good",44.2773,-88.2641
"607","Finland","Kerava",23,"Good",60.4,25.1
"608","Poland","Jawor",63,"Moderate",51.05,16.2
"609","France","Joigny",31,"Good",47.9822,3.3972
"610","Germany","Jork",34,"Good",53.5344,9.6817
"611","Zambia","Kafue",36,"Good",-15.7667,28.1833
"612","United States of America","Mountlake Terrace",49,"Good",47.7921,-122.3077
"613","Morocco","Mrirt",59,"Moderate",33.1667,-5.5667
"614","India","Muktsar",180,"Unhealthy",30.4743,74.5166
"615","Ireland","Mullingar",27,"Good",53.5224,-7.3378
"616","Pakistan","Multan",194,"Unhealthy",30.1978,71.4697
"617","Ghana","Mumford",74,"Moderate",5.2625,-0.7578
"618","Japan","Murayama",35,"Good",38.4833,140.3833
"619","Spain","Murcia",29,"Good",37.9861,-1.1303
"620","Spain","Murcia",29,"Good",10.6,123.0333
"621","India","Musiri",54,"Moderate",10.9333,78.45
"622","United States of America","Muskego",58,"Moderate",42.886,-88.1291
"623","Netherlands","Naarden",42,"Good",52.2953,5.1622
"624",NA,"Nanakuli",30,"Good",21.3892,-158.1445
"625","China","Nantong",206,"Very Unhealthy",31.9829,120.8873
"626","France","Jeumont",51,"Moderate",50.2944,4.1014
"627","India","Kalanaur",157,"Unhealthy",32.02,75.15
"628","India","Lala",87,"Moderate",7.9667,123.75
"629","Thailand","Lang Suan",32,"Good",9.95,99.0667
"630",NA,"Lavagna",55,"Moderate",44.3167,9.3333
"631","United States of America","League City",45,"Good",29.4874,-95.1087
"632","Ukraine","Lebedyn",55,"Moderate",50.5831,34.4823
"633","United States of America","Lennox",114,"Unhealthy for Sensitive Groups",33.938,-118.3586
"634","Slovakia","Levice",50,"Good",48.2164,18.6081
"635","New Zealand","Levin",13,"Good",-40.6219,175.2867
"636","Germany","Limburg",33,"Good",50.3833,8.0667
"637","Sweden","Lindome",38,"Good",57.5667,12.1
"638","Italy","Lissone",33,"Good",45.6167,9.25
"639","United States of America","Lockhart",47,"Good",29.8785,-97.6831
"640","United States of America","Lockhart",47,"Good",28.627,-81.4354
"641","Germany","Lohmar",33,"Good",50.8167,7.2167
"642","China","Loudi",99,"Moderate",27.7378,111.9974
"643","Angola","Luena",66,"Moderate",-11.7918,19.9062
"644","Belarus","Lyuban",52,"Moderate",52.7819,28.0525
"645","Russian Federation","Lyudinovo",70,"Moderate",53.8667,34.4333
"646","Netherlands","Maassluis",38,"Good",51.9333,4.2333
"647","Guinea","Macenta",32,"Good",8.5504,-9.48
"648","United States of America","Machesney Park",72,"Moderate",42.3666,-89.0266
"649","Germany","Mainburg",29,"Good",48.65,11.7833
"650","Indonesia","Malang",67,"Moderate",-7.98,112.62
"651","Philippines","Manapla",54,"Moderate",10.958,123.123
"652","Italy","Manfredonia",49,"Good",41.6333,15.9167
"653","Spain","Maracena",32,"Good",37.2,-3.6333
"654","Philippines","Margosatubig",17,"Good",7.5783,123.1659
"655","Russian Federation","Kotelnich",33,"Good",58.3078,48.3181
"656","Russian Federation","Krasnodar",44,"Good",45.0333,38.9667
"657","Russian Federation","Krasnogorsk",61,"Moderate",55.8217,37.3386
"658","Russian Federation","Krasnogorsk",61,"Moderate",48.4172,142.0869
"659","Russian Federation","Krasnokamsk",25,"Good",58.0833,55.6833
"660","Norway","Kristiansand",52,"Moderate",58.1472,7.9972
"661","Russian Federation","Kurtamysh",31,"Good",54.9167,64.4333
"662","Belgium","Kuurne",38,"Good",50.8519,3.2861
"663","France","La Madeleine",38,"Good",50.6558,3.071
"664","Mexico","La Piedad",52,"Moderate",20.3333,-102.0167
"665",NA,"Ladispoli",48,"Good",41.9544,12.0742
"666","Portugal","Marinha Grande",40,"Good",39.75,-8.9333
"667","Morocco","Martil",39,"Good",35.6167,-5.2667
"668","Indonesia","Mataram",34,"Good",-8.5833,116.1167
"669","China","Matou",111,"Unhealthy for Sensitive Groups",39.5503,116.1063
"670","United States of America","Matteson",77,"Moderate",41.5095,-87.7468
"671","Brazil","Medeiros Neto",52,"Moderate",-17.3739,-40.2208
"672","Italy","Melegnano",44,"Good",45.3588,9.3238
"673","Germany","Dreieich",37,"Good",50,8.7
"674","United Kingdom of Great Britain and Northern Ireland","Dronfield",39,"Good",53.3024,-1.4664
"675","India","Dumjor",179,"Unhealthy",22.64,88.22
"676","Hungary","Dunaharaszti",51,"Moderate",47.3539,19.0948
"677","United Kingdom of Great Britain and Northern Ireland","East Grinstead",36,"Good",51.13,0
"678","United Kingdom of Great Britain and Northern Ireland","Ebbw Vale",50,"Good",51.78,-3.21
"679","United States of America","Ecorse",51,"Moderate",42.2489,-83.1399
"680","Ecuador","El Carmen",79,"Moderate",13.7167,-88.9
"681","Ecuador","El Carmen",79,"Moderate",13.35,-88
"682","Ecuador","El Carmen",79,"Moderate",8.5128,-73.4508
"683","Guatemala","El Quetzal",99,"Moderate",14.7667,-91.8167
"684","United States of America","Elko",24,"Good",40.8381,-115.7678
"685","Germany","Elmshorn",32,"Good",53.7519,9.6511
"686","United States of America","Enumclaw",29,"Good",47.2018,-121.9897
"687","Mongolia","Erdenet",81,"Moderate",49.0278,104.0444
"688","Turkey","Erzurum",74,"Moderate",39.9086,41.2769
"689","Kazakhstan","Esik",130,"Unhealthy for Sensitive Groups",43.35,77.4667
"690","Brazil","Esperantina",55,"Moderate",-3.9019,-42.2339
"691","Brazil","Esperantina",55,"Moderate",-5.3428,-48.5108
"692","Belgium","Essen",38,"Good",51.4508,7.0131
"693","Belgium","Essen",38,"Good",51.4667,4.4667
"694","Spain","Estepa",31,"Good",37.2917,-4.8792
"695","Italy","Fabriano",40,"Good",43.3333,12.9167
"696","United States of America","Fairview Heights",45,"Good",38.5974,-90.0053
"697","Pakistan","Faisalabad",301,"Hazardous",31.4167,73.0911
"698","United States of America","Falls Church",59,"Moderate",38.8847,-77.1751
"699","United Kingdom of Great Britain and Northern Ireland","Falmouth",78,"Moderate",50.15,-5.07
"700","United Kingdom of Great Britain and Northern Ireland","Falmouth",78,"Moderate",18.49,-77.661
"701","United Kingdom of Great Britain and Northern Ireland","Falmouth",78,"Moderate",41.5913,-70.5912
"702","United Kingdom of Great Britain and Northern Ireland","Falmouth",78,"Moderate",43.7476,-70.2827
"703","France","Fameck",28,"Good",49.2992,6.1097
"704","Italy","Fano",44,"Good",43.8333,13.0167
"705","Germany","Fellbach",30,"Good",48.8086,9.2758
"706","Malta","Fgura",49,"Good",35.8725,14.5228
"707","India","Forbesganj",217,"Very Unhealthy",26.3,87.265
"708","Italy","Forlimpopoli",38,"Good",44.1833,12.1333
"709","Argentina","Formosa",32,"Good",-26.1833,-58.1833
"710","Argentina","Formosa",32,"Good",-15.5369,-47.3339
"711","United States of America","Fort Atkinson",64,"Moderate",42.9253,-88.8442
"712","United States of America","Fort Morgan",58,"Moderate",40.2537,-103.7903
"713","Rwanda","Gisenyi",157,"Unhealthy",-1.7,29.25
"714","United States of America","Gladeview",84,"Moderate",25.8395,-80.2368
"715","Netherlands","Gorinchem",40,"Good",51.8306,4.9742
"716","France","Goussainville",51,"Moderate",49.0325,2.4747
"717","United States of America","Grand Junction",43,"Good",39.0877,-108.5673
"718","France","Grasse",72,"Moderate",43.6667,6.9167
"719","United States of America","Greeneville",66,"Moderate",36.168,-82.8197
"720","United States of America","Greenwood Village",75,"Moderate",39.6153,-104.9131
"721","Ecuador","Guaranda",59,"Moderate",-1.6,-79
"722","Ecuador","Guaranda",59,"Moderate",8.4672,-74.5367
"723","Portugal","Guarda",32,"Good",40.5333,-7.3333
"724","Italy","Guastalla",85,"Moderate",44.9167,10.6667
"725","China","Guiyang",99,"Moderate",26.5794,106.7078
