show_id;type;title;director;country;date_added;release_year;rating;duration;listed_in
s2209;movie;Dragons: Rescue Riders: Secrets of the Songwing;Greg Rankin, TJ Sullivan;United States;7/24/2020;2020;TV-Y;46 min;Children & Family Movies, Comedies
s5525;Movie;Tramps;Adam Leon;united states;4/21/2017;2017;TV-MA;83 min;Dramas, Independent Movies, Romantic Movies
s3316;Movie;A Fairly Odd Summer;Savage Steve Holland;united states;11/2/2019;2014;TV-Y7;68 min;Children & Family Movies, Comedies
s3194;Movie;High End Yaariyan;Pankaj Batra;india;12/1/2019;2019;TV-14;120 min;Comedies, International Movies, Romantic Movies
s748;movie;Confusion Na Wa;Kenneth Gyang;Nigeria;6/9/2021;2013;TV-MA;106 min;Comedies, Dramas, International Movies
s6840;Movie;Get Him to the Greek;Nicholas Stoller;united states;1/16/2020;2010;R;109 min;Comedies, Music & Musicals
s7851;TV Show;Reggie Yates Outside Man;;United Kingdom;12/15/2017;2017;TV-MA;2 Seasons;British TV Shows, Docuseries, International TV Shows
s1521;tv show;Paava Kadhaigal;Sudha Kongara, Vignesh Shivan, Gautham Vasudev Menon, Vetri Maaran;India;12/18/2020;2020;TV-MA;1 Season;International TV Shows, TV Dramas
s3666;TV Show;God Eater;;Japan;7/15/2019;2015;TV-14;1 Season;Anime Series, International TV Shows
s305;movie;Lady Boss: The Jackie Collins Story;Laura Fairrie;United Kingdom;8/5/2021;2021;TV-14;97 min;Documentaries
s6910;Movie;Hairspray;Adam Shankman;united states;1/1/2020;2007;PG;116 min;Children & Family Movies, Comedies, Music & Musicals
s2495;Movie;Ben Platt Live from Radio City Music Hall;Alex Timbers, Sam Wrench;united states;5/20/2020;2020;TV-PG;85 min;Music & Musicals
s1371;movie;The Dig;Simon Stone;United Kingdom;1/29/2021;2021;PG-13;113 min;Dramas, International Movies
s741;movie;A Haunted House 2;Michael Tiddes;United States;6/10/2021;2014;R;86 min;Comedies, Horror Movies
s7468;Movie;Miss Representation;Jennifer Siebel Newsom;united states;10/20/2017;2011;NR;90 min;Documentaries
s2177;movie;Rogue Warfare: The Hunt;Mike Gunther;United States;8/1/2020;2020;R;104 min;Action & Adventure
s6911;Movie;HALO Legends;Shinji Aramaki, Mamoru Oshii, Hideki Futamura, Toshiyuki Kanno, Tomoki Kyoda, Koichi Mashimo, Yasushi Muraki, Daisuke Nishio, Frank O'Connor, Koji Sawai, Joseph Chou, Hiroshi Yamazaki;united states;5/1/2017;2009;PG-13;117 min;Action & Adventure, Anime Features, Sci-Fi & Fantasy
s893;movie;Tottaa Pataaka Item Maal;Aditya Kripalani;India;5/13/2021;2018;TV-MA;107 min;Dramas, Independent Movies, International Movies
s4242;Movie;Secrets in the Hot Spring;;Taiwan;12/31/2018;2018;TV-14;108 min;Comedies, Horror Movies, International Movies
s7263;Movie;Lady in the Water;M. Night Shyamalan;united states;7/1/2019;2006;PG-13;110 min;Sci-Fi & Fantasy, Thrillers
s6;tv show;Midnight Mass;Mike Flanagan;United States;9/24/2021;2021;TV-MA;1 Season;TV Dramas, TV Horror, TV Mysteries
s6875;Movie;Good Kids;Chris McCoy;united states;1/19/2017;2016;R;90 min;Comedies, Independent Movies
s2004;movie;The Smurfs 2;Raja Gosnell;United States;9/15/2020;2013;PG;105 min;Children & Family Movies, Comedies
s5042;Movie;Seeing Allred;Roberta Grossman, Sophie Sartain;united states;2/9/2018;2018;TV-14;96 min;Documentaries
s6716;Movie;Evolution;Ivan Reitman;united states;11/20/2019;2001;PG-13;102 min;Comedies, Sci-Fi & Fantasy
s7016;Movie;How to Be a Player;Lionel C. Martin;united states;11/1/2019;1997;R;94 min;Comedies
s6220;TV Show;Bala Loca;;Chile;4/1/2017;2016;TV-MA;1 Season;International TV Shows, Spanish-Language TV Shows, TV Dramas
s4832;tv show;True: Magical Friends;Mark Thornton, Todd Kauffman;United States;6/15/2018;2018;TV-Y;1 Season;Kids' TV
s5429;TV Show;World of Winx;Iginio Straffi;Italy;6/16/2017;2017;TV-Y7;2 Seasons;Kids' TV
s800;movie;Million Dollar Baby;Clint Eastwood;United States;6/2/2021;2004;PG-13;133 min;Dramas, Sports Movies
s3701;TV Show;Scare Tactics;;united states;6/30/2019;2011;TV-MA;2 Seasons;Reality TV, TV Comedies, TV Horror
s8758;Movie;World Trade Center;Oliver Stone;united states;11/20/2019;2006;PG-13;129 min;Action & Adventure, Dramas
s3824;TV Show;Heidi, bienvenida a casa;;Argentina;5/15/2019;2017;TV-Y;1 Season;Kids' TV, Spanish-Language TV Shows
s7832;Movie;Rampant;Kim Sung-hoon;South Korea;5/26/2019;2018;TV-MA;122 min;Action & Adventure, Horror Movies, International Movies
s1774;TV Show;Zumbo's Just Desserts;;Australia;10/31/2020;2019;TV-PG;1 Season;International TV Shows, Reality TV
s6126;Movie;Alpha and Omega: The Legend of the Saw Tooth Cave;Richard Rich;united states;1/1/2020;2014;TV-Y7;45 min;Children & Family Movies
s495;movie;Rock the Kasbah;Barry Levinson;United States;7/8/2021;2015;R;106 min;Comedies, Music & Musicals
s8672;Movie;Veerappan;Ram Gopal Varma;india;10/15/2017;2016;TV-14;117 min;Action & Adventure, Dramas, International Movies
s2153;TV Show;Selling Sunset;;Pakistan;8/7/2020;2020;TV-MA;3 Seasons;Reality TV
s2591;TV Show;Reckoning;;Australia;5/1/2020;2019;TV-MA;1 Season;Crime TV Shows, TV Dramas, TV Mysteries
s192;movie;Wind River;Taylor Sheridan;United Kingdom;8/28/2021;2017;R;107 min;Dramas, Independent Movies
s2478;Movie;Living in Bondage: Breaking Free;Ramsey Nouah;Nigeria;5/22/2020;2019;TV-MA;149 min;Horror Movies, International Movies, Thrillers
s245;movie;Gunshot;Karim El Shenawy;;8/20/2021;2018;TV-14;96 min;Dramas, International Movies, Thrillers
s6037;Movie;A Glimpse Inside the Mind of Charles Swan III;Roman Coppola;united states;7/15/2018;2012;R;86 min;Comedies, Independent Movies
s4510;Movie;Soorma;Shaad Ali;india;10/13/2018;2018;TV-14;131 min;Dramas, International Movies, Sports Movies
s1346;movie;The Yin-Yang Master: Dream Of Eternity;Guo Jingming;China;2/5/2021;2021;TV-14;133 min;Action & Adventure, International Movies
s6291;Movie;Bewildered Bolbol;Khaled Marei;Egypt;6/20/2019;2010;TV-14;112 min;Comedies, International Movies, Romantic Movies
s4895;movie;Pocoyo Carnival;;pakistan;5/1/2018;2015;TV-Y;22 min;Movies
s7645;Movie;Oh My Ghost 3;Poj Arnon;Thailand;8/16/2018;2012;TV-MA;103 min;Comedies, Horror Movies, International Movies
s7041;Movie;I Am Not Madame Bovary;Feng Xiaogang;China;9/2/2017;2016;TV-14;139 min;Comedies, Dramas, International Movies
s2903;TV Show;DreamWorks Shrek's Swamp Stories;;united states;2/17/2020;2008;TV-PG;1 Season;Kids' TV, TV Action & Adventure, TV Comedies
s3060;Movie;Garfield's Pet Force;Mark A.Z. Dippé;South Korea;1/1/2020;2009;G;78 min;Children & Family Movies, Comedies
s8608;Movie;Tortilla Soup;Maria Ripoll;united states;9/15/2020;2001;PG-13;104 min;Comedies, Dramas, Romantic Movies
s30;movie;Paranoia;Robert Luketic;United States;9/19/2021;2013;PG-13;106 min;Thrillers
s2530;TV Show;The Wiggles;;Australia;5/15/2020;2015;TV-Y;2 Seasons;Kids' TV
s5647;Movie;Jen Kirkman: Just Keep Livin’?;Lance Bangs;united states;1/3/2017;2017;TV-MA;69 min;Stand-Up Comedy
s3877;TV Show;Angel 'N' Devil;;Taiwan;4/30/2019;2014;TV-14;1 Season;International TV Shows, TV Action & Adventure, TV Comedies
s7042;Movie;I Am Sun Mu;Adam Sjöberg;China;2/1/2017;2015;NR;88 min;Documentaries, International Movies
s5619;Movie;Haraamkhor;Shlok Sharma;india;2/1/2017;2015;TV-14;93 min;Dramas, Independent Movies, International Movies
s7940;Movie;Sarvopari Palakkaran;Venugopan;india;7/1/2018;2017;TV-14;133 min;Dramas, International Movies
s1146;movie;At Eternity's Gate;Julian Schnabel;Ireland;3/31/2021;2018;PG-13;111 min;Dramas
s1598;movie;You Are My Home;Amanda Raymond;United States;12/4/2020;2020;TV-PG;93 min;Children & Family Movies, Dramas
s7745;Movie;Pitaah;Mahesh Manjrekar;india;3/1/2018;2002;TV-MA;127 min;Dramas, International Movies, Music & Musicals
s3340;TV Show;Love, Chunibyo & Other Delusions!;;Japan;11/1/2019;2014;TV-PG;2 Seasons;Anime Series, Romantic TV Shows, Teen TV Shows
s2202;TV Show;Last Chance U;;united states;7/28/2020;2020;TV-MA;5 Seasons;Docuseries
s7635;Movie;Obvious Child;Gillian Robespierre;united states;7/19/2018;2014;R;84 min;Comedies, Dramas, Independent Movies
s7025;TV Show;Humsafar;;Pakistan;12/15/2016;2011;TV-PG;1 Season;International TV Shows, Romantic TV Shows, TV Dramas
s4612;Movie;Vettai;N. Linguswamy;india;10/1/2018;2012;TV-14;156 min;Action & Adventure, International Movies, Music & Musicals
s8128;Movie;Superfly;Gordon Parks;united states;11/1/2019;1972;R;91 min;Action & Adventure, Classic Movies, Dramas
s5389;TV Show;46;Serdar Akar;Turkey;7/1/2017;2016;TV-MA;1 Season;International TV Shows, TV Dramas, TV Mysteries
s4215;Movie;Lionheart;Genevieve Nnaji;Nigeria;1/4/2019;2018;TV-PG;95 min;Comedies, Dramas, Independent Movies
s2120;movie;Islands of Faith;Chairun Nissa;Indonesia;8/17/2020;2018;TV-PG;88 min;Documentaries, Faith & Spirituality, International Movies
s440;movie;Deep;Sita Likitvanichkul, Jetarin Ratanaserikiat, Apirak Samudkitpaisan, Thanabodee Uawithya, Adirek Wattaleela;Thailand;7/16/2021;2021;TV-MA;101 min;Dramas, International Movies, Thrillers
s7605;Movie;NOVA: Death Dive to Saturn;Terri Randall;united states;7/1/2019;2017;TV-G;54 min;Documentaries
s6224;Movie;Balu Mahi;Haissam Hussain;Pakistan;3/1/2018;2017;TV-MA;149 min;International Movies, Romantic Movies
s7247;Movie;Kurtulus Son Durak;Yusuf Pirhasan;Turkey;3/10/2017;2012;TV-MA;100 min;Comedies, Dramas, International Movies
s5735;Movie;Santa Pac's Merry Berry Day;Moto Sakakibara;;11/1/2016;2016;TV-Y;44 min;Movies
s6401;Movie;Caida del Cielo;Néstor Sánchez Sotelo;Argentina;1/20/2017;2016;TV-MA;78 min;Comedies, International Movies, Romantic Movies
s3970;TV Show;Traitors;;United Kingdom;3/29/2019;2019;TV-MA;1 Season;British TV Shows, International TV Shows, TV Dramas
s853;Movie;99 Songs (Telugu);;Pakistan;5/21/2021;2021;TV-14;131 min;Dramas, International Movies, Music & Musicals
s1318;TV Show;Nadiya Bakes;;United Kingdom;2/12/2021;2021;TV-G;1 Season;British TV Shows, International TV Shows, Reality TV
s8164;Movie;Temporada de Caza;Natalia Garagiola;Argentina;7/15/2018;2017;TV-MA;108 min;Dramas, International Movies
s4594;Movie;Nasha;Amit Saxena;india;10/1/2018;2013;TV-14;115 min;Dramas, International Movies, Romantic Movies
s1208;movie;Audrey;Helena Coan;;3/14/2021;2020;TV-14;101 min;Documentaries
s7757;TV Show;Portlandia;;united states;9/25/2019;2018;TV-14;8 Seasons;TV Comedies
s6837;TV Show;Gentlemen and Gangsters;;Sweden;6/1/2016;2016;TV-MA;1 Season;Crime TV Shows, International TV Shows, Romantic TV Shows
s5486;Movie;Ram Jaane;Rajiv Mehra;india;5/15/2017;1995;TV-14;142 min;Dramas, International Movies, Music & Musicals
s6924;TV Show;Happyish;;united states;7/1/2016;2015;TV-MA;1 Season;TV Comedies, TV Dramas
s3541;TV Show;Moving Art;;united states;9/1/2019;2018;TV-G;3 Seasons;Docuseries, Science & Nature TV
s579;movie;Memoirs of a Geisha;Rob Marshall;France;7/1/2021;2005;PG-13;145 min;Dramas, Romantic Movies
s5776;movie;Pac's Scary Halloween;;pakistan;10/1/2016;2016;TV-Y7;44 min;Movies
s8308;Movie;The Forbidden Kingdom;Rob Minkoff;united states;7/1/2019;2008;PG-13;104 min;Action & Adventure, Sci-Fi & Fantasy
s677;tv show;Riverdale;Rob Seidenglanz;United States;6/19/2021;2019;TV-14;4 Seasons;Crime TV Shows, TV Dramas, TV Mysteries
s4403;Movie;Lommbock;Christian Zübert;Germany;11/9/2018;2017;TV-MA;106 min;Comedies, International Movies
s3415;TV Show;Chosen;;China;10/17/2019;2019;TV-14;2 Seasons;Crime TV Shows, International TV Shows, TV Action & Adventure
s5415;TV Show;Little Witch Academia;;Japan;6/30/2017;2017;TV-Y7;2 Seasons;Anime Series, International TV Shows
s7038;Movie;I Am Jane Doe;Mary Mazzio;united states;5/26/2017;2017;TV-14;98 min;Documentaries
s1841;tv show;Someone Has to Die;Manolo Caro;Mexico;10/16/2020;2020;TV-MA;1 Season;Crime TV Shows, International TV Shows, Spanish-Language TV Shows
s8413;Movie;The Man Who Would Be Polka King;John Mikulak, Joshua Brown;united states;1/12/2018;2009;TV-14;68 min;Documentaries, Music & Musicals
s6371;Movie;Bratz: The Movie;Sean McNamara;united states;6/29/2020;2007;PG;102 min;Children & Family Movies, Comedies
s6900;Movie;Growing Up Coy;Eric Juhola;united states;1/6/2017;2016;TV-PG;82 min;Documentaries, LGBTQ Movies
s3164;Movie;Saaho;Sujeeth;india;12/8/2019;2019;TV-14;172 min;Action & Adventure, International Movies
s7987;Movie;Sex and the City 2;Michael Patrick King;united states;1/1/2021;2010;R;146 min;Comedies, Dramas, Romantic Movies
s3461;Movie;Salam - The First ****** Nobel Laureate;Anand Kamalakar;united states;10/2/2019;2018;TV-PG;76 min;Documentaries
s2956;Movie;The Silent War;Alfonso Cortés-Cavanillas;Spain;2/3/2020;2020;TV-MA;122 min;Dramas, International Movies, Thrillers
s957;movie;Zack and Miri Make a Porno;Kevin Smith;United States;5/1/2021;2008;R;101 min;Comedies, Independent Movies, Romantic Movies
s6542;Movie;CRD;Kranti Kanade;india;4/29/2019;2016;TV-MA;110 min;Comedies, Dramas, Independent Movies
s1917;movie;Rize;David LaChapelle;United States;10/1/2020;2005;PG-13;87 min;Documentaries, Music & Musicals
s8530;Movie;The Tiger Hunter;Lena Khan;united states;4/9/2018;2016;TV-14;94 min;Comedies, Dramas, Independent Movies
s4239;Movie;Sam Kinison: Family Entertainment Hour;Walter C. Miller;united states;12/31/2018;1991;TV-MA;49 min;Stand-Up Comedy
s4432;Movie;Dhan Dhana Dhan Goal;Vivek Agnihotri;United Kingdom;11/1/2018;2007;TV-14;157 min;Dramas, International Movies, Music & Musicals
s4250;Movie;Tom Papa Live in New York City;Rob Zombie;united states;12/31/2018;2011;TV-14;57 min;Stand-Up Comedy
s1457;movie;Into the Wild;Sean Penn;United States;1/1/2021;2007;R;148 min;Action & Adventure, Dramas, Independent Movies
s8355;Movie;The Hurricane Heist;Rob Cohen;United Kingdom;9/26/2018;2018;PG-13;103 min;Action & Adventure
s6083;Movie;Abzurdah;Daniela Goggi;Argentina;8/25/2016;2015;TV-MA;90 min;Dramas, International Movies
s7948;Movie;Savage Raghda;Mahmoud Karim;Egypt;6/13/2019;2018;TV-MA;93 min;Comedies, International Movies, Romantic Movies
s2431;movie;Lady Bird;Greta Gerwig;United States;6/3/2020;2017;R;94 min;Comedies, Dramas, Independent Movies
s2231;TV Show;Kissing Game;;Brazil;7/17/2020;2020;TV-MA;1 Season;International TV Shows, TV Dramas, TV Mysteries
s1925;movie;We Have Always Lived in the Castle;Stacie Passon;United States;10/1/2020;2018;TV-14;95 min;Dramas, Thrillers
s7804;Movie;Punjab 1984;Anurag Singh;Canada;11/1/2017;2014;TV-14;158 min;Dramas, International Movies
s1312;movie;Namaste Wahala;Hamisha Daryani Ahuja;Nigeria;2/14/2021;2021;TV-14;107 min;Comedies, Dramas, International Movies
s8768;Movie;XXX: State of the Union;Lee Tamahori;united states;1/1/2019;2005;PG-13;101 min;Action & Adventure
s3640;Movie;Girls With Balls;Olivier Afonso;France;7/26/2019;2019;TV-MA;77 min;Comedies, Horror Movies, International Movies
s6296;TV Show;Bhaage Re Mann;;india;4/15/2017;2015;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Dramas
s6527;Movie;Concussion;Stacie Passon;united states;8/2/2018;2013;R;96 min;Dramas, Independent Movies, LGBTQ Movies
s4752;Movie;Extinction;Ben Young;united states;7/27/2018;2018;TV-MA;95 min;Action & Adventure, Dramas, Sci-Fi & Fantasy
s4560;Movie;Anjaan;N. Linguswamy;india;10/1/2018;2014;TV-14;146 min;Action & Adventure, Dramas, International Movies
s3800;TV Show;She's Gotta Have It;;united states;5/24/2019;2018;TV-MA;2 Seasons;Romantic TV Shows, TV Comedies, TV Dramas
s1025;movie;Arlo the Alligator Boy;Ryan Crego;United States;4/16/2021;2021;TV-Y7;93 min;Children & Family Movies, Comedies, Music & Musicals
s3127;Movie;Bangistan;Karan Anshuman;india;12/15/2019;2015;TV-14;134 min;Comedies, Dramas, International Movies
s167;movie;Once Upon a Time in America;Sergio Leone;Italy;9/1/2021;1984;R;229 min;Classic Movies, Dramas
s1027;movie;Barbie & Chelsea: The Lost Birthday;Cassi Simonds;United States;4/16/2021;2021;TV-Y;60 min;Children & Family Movies
s4967;Movie;Trailer Park Boys: The Movie;Mike Clattenburg;Canada;3/30/2018;2006;R;95 min;Comedies, Cult Movies
s5570;TV Show;Samurai Gourmet;;Japan;3/17/2017;2017;TV-PG;1 Season;International TV Shows, TV Dramas
s7116;Movie;Jail;Madhur Bhandarkar;india;12/31/2019;2009;TV-14;132 min;Dramas, International Movies
s4869;Movie;The Kissing Booth;Vince Marcello;United Kingdom;5/11/2018;2018;TV-14;105 min;Comedies, Romantic Movies
s5419;Movie;Nobody Speak: Trials of the Free Press;Brian Knappenberger;Netherlands;6/23/2017;2017;TV-14;96 min;Documentaries
s3780;TV Show;Malibu Rescue: The Series;;united states;6/3/2019;2019;TV-G;1 Season;Kids' TV, TV Action & Adventure, TV Comedies
s1490;TV Show;Regiment Diaries;;india;12/26/2020;2020;TV-PG;2 Seasons;Docuseries, International TV Shows
s80;movie;Tughlaq Durbar (Telugu);Delhiprasad Deenadayalan;;9/11/2021;2021;TV-14;145 min;Comedies, Dramas, International Movies
s8352;Movie;The Humanity Bureau;Rob W. King;Canada;12/18/2018;2017;R;94 min;Action & Adventure, Sci-Fi & Fantasy
s8237;Movie;The Captive;Atom Egoyan;Canada;7/20/2018;2014;R;112 min;Dramas, Thrillers
s659;tv show;Nevertheless,;;pakistan;6/20/2021;2021;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Dramas
s6320;TV Show;Bitter Daisies;Miguel Conde;Spain;3/29/2019;2018;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas
s3907;Movie;Franco Escamilla: Bienvenido al mundo;Ulises Valencia;Mexico;4/17/2019;2019;TV-MA;54 min;Stand-Up Comedy
s5136;Movie;Jab Harry Met Sejal;Imtiaz Ali;india;12/2/2017;2017;TV-MA;142 min;Comedies, International Movies, Romantic Movies
s5046;Movie;Fred Armisen: Standup For Drummers;Lance Bangs;united states;2/6/2018;2018;TV-PG;65 min;Music & Musicals, Stand-Up Comedy
s7779;Movie;Power Rangers Super Megaforce: The Legendary Battle (Extended);Charlie Haskell, Koichi Sakamoto;united states;1/1/2016;2014;TV-Y7;55 min;Movies
s2204;TV Show;Shameless (U.S.);;united states;7/26/2020;2019;TV-MA;10 Seasons;TV Comedies, TV Dramas
s255;TV Show;Go! Go! Cory Carson;;united states;8/18/2021;2021;TV-Y;5 Seasons;Kids' TV
s841;movie;Baggio: The Divine Ponytail;Letizia Lamartire;Italy;5/26/2021;2021;TV-MA;92 min;Dramas, International Movies, Sports Movies
s844;TV Show;JoJo's Bizarre Adventure;;Japan;5/26/2021;2016;TV-MA;3 Seasons;Anime Series, International TV Shows
s813;movie;Swordfish;Dominic Sena;United States;6/2/2021;2001;R;99 min;Action & Adventure
s1876;TV Show;Do Do Sol Sol La La Sol;;South Korea;10/8/2020;2020;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Comedies
s4509;TV Show;Stunt Science;;United Kingdom;10/15/2018;2018;TV-MA;1 Season;British TV Shows, International TV Shows, Reality TV
s8749;Movie;Winter of Our Dreams;John Duigan;Australia;11/1/2016;1981;NR;86 min;Classic Movies, Dramas
s8159;Movie;Teenage Mutant Ninja Turtles;Kevin Munroe;Hong Kong;5/1/2019;2007;PG;87 min;Children & Family Movies, Comedies
s5396;TV Show;Intersection;;Turkey;7/1/2017;2016;TV-MA;3 Seasons;International TV Shows, Romantic TV Shows, TV Dramas
s5071;TV Show;Love and Hong Kong;;Japan;1/20/2018;2017;TV-PG;1 Season;International TV Shows, Romantic TV Shows, TV Dramas
s5446;TV Show;Flaked;;united states;6/2/2017;2017;TV-MA;2 Seasons;TV Comedies, TV Dramas
s5970;Movie;_Maj Rati __Keteki;Santwana Bardoloi;india;9/15/2018;2017;TV-14;117 min;Dramas, International Movies
s7889;Movie;Romeo Ranjha;Navaniat Singh;india;11/1/2017;2014;TV-14;122 min;Action & Adventure, Comedies, Music & Musicals
s7797;Movie;Princess Cyd;Stephen Cone;united states;2/5/2018;2017;TV-MA;97 min;Dramas, Independent Movies, LGBTQ Movies
s2522;Movie;I love you, stupid;Laura Mañá;Spain;5/15/2020;2019;TV-MA;88 min;Comedies, International Movies, Romantic Movies
